profile_id,run,model,intent,reasoning,parse_error,latency_s
D_industry_non-icp,4,openai-gpt-oss-120b,High Intent,Multiple demo requests and a positive email response indicate strong purchase intent (demo requests=2).,,19.47
C_BASE,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, which is a good fit for our solutions. Industry (Healthcare) is a key sector for our expertise. Region (Middle East) is a strategic area for our expansion. Website dwell time (7 min) suggests engagement, and 2 demo requests indicate interest. Email response is very promising, indicating active evaluation of solutions like ours.",,18.42
C_region_non-icp,3,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7 min and a very promising email response indicating active evaluation.",,19.2
E_industry_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and website dwell time is only 1 min, indicating limited interest in our services.",,18.58
C_demo_requests_high,5,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and multiple demo requests (3) indicate strong interest. Promising email response further supports high intent.,,19.92
D_industry_non-icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Public Service) indicate a large organization with potential for data analytics and AI integration, while the email response suggests engagement with the content, and 2 demo requests indicate a strong interest in the product.",,20.95
B_BASE,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000 employees), but website dwell time is short (40 seconds), and there is no email response, indicating a lack of engagement.",,18.41
E_region_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and website dwell time is 1 min, indicating limited interest in the content.",,35.87
D_company_size_high,2,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (10000), indicating a potential for significant investment in data analytics platforms and AI integration, and the industry is Energy, which often requires advanced data analysis. Additionally, the email response suggests a strong interest in the current initiatives, and the demo requests (2) indicate a desire for more information.",,19.99
C_website_dwell_time_high,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, which is a potential fit for our solutions. Industry (Healthcare) is a key sector for our expertise. Region (Middle East) is a target market. Website dwell time (10 min) suggests engagement. 2 demo requests indicate interest. Email response is very promising, indicating active evaluation.",,18.17
A_demo_requests_low,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent. The dwell time is 4 minutes, which is above average, but the email response does not explicitly indicate a strong interest in purchasing our services.",,37.78
C_region_icp,3,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (80) and industry (Healthcare) suggest potential for significant impact from data analytics/AI solutions.,,58.47
D_region_icp,4,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent.",,18.87
E_company_size_low,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is small (10) and dwell time on the website is short (1 min), indicating limited interest.",,36.54
B_website_dwell_time_low,1,apertus-70b-instruct-2509,Low Intent,"Low engagement metrics (website dwell time: 15 sec, no email response) and no multiple demo requests.",,20.16
B_region_icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000 employees), but website dwell time is short (40 sec) and there was no email response, indicating low engagement.",,18.3
E_email_response_icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (250) and industry (Retail) indicate a medium to large business, while the email response 'Could we schedule a meeting next week?' suggests a strong interest in the product, and the demo request further supports this.",,18.78
B_BASE,2,openai-gpt-oss-120b,High Intent,"The presence of a demo request (demo_requests=1) outweighs the lack of email response, indicating strong purchase interest.",,20.03
C_website_dwell_time_low,5,openai-gpt-oss-120b,High Intent,"email_response indicates active evaluation, outweighing low website dwell time",,18.69
C_BASE,3,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,,38.1
B_website_dwell_time_high,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large, but website dwell time is short and there was no email response, indicating a lack of engagement.",,19.97
D_website_dwell_time_low,4,apertus-70b-instruct-2509,High Intent,High engagement metrics (2 demo requests) and positive email response indicate strong interest in the product. Company size (1200) and industry (Energy) suggest potential for large-scale implementation.,,18.52
B_email_response_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec) and there was only one demo request, with a negative email response indicating low purchase intent.",,17.81
D_email_response_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and demo requests (2) indicate a large organization with interest in our services, while the email response suggests a clear purchase intent.",,18.87
E_email_response_icp,1,openai-gpt-oss-120b,High Intent,Positive demo_requests and email_response indicating meeting request outweigh modest website_dwell_time.,,19.32
A_industry_non-icp,2,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a 4‑minute website dwell time and a positive email response indicates strong purchase intent.,,38.1
B_industry_non-icp,5,openai-gpt-oss-120b,High Intent,Demo requests=1 indicates strong purchase interest despite no email response,,39.17
B_email_response_icp,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (5000) and industry (Manufacturing) indicate a large organization with potential for data analytics and AI integration, while the email response suggests a strong interest in scheduling a meeting, indicating a high level of purchase intent.",,20.43
D_industry_non-icp,3,openai-gpt-oss-120b,High Intent,Multiple demo requests (2) and a positive email response indicate strong purchase intent despite moderate dwell time.,,35.14
A_industry_icp,1,openai-gpt-oss-120b,High Intent,"The lead has a demo_requests count of 1 and a positive email response, indicating strong purchase interest.",,19.04
E_email_response_icp,3,apertus-70b-instruct-2509,High Intent,High website dwell time (1 min) and a demo request indicate strong interest. Email response requesting a meeting next week further supports high intent.,,19.78
B_website_dwell_time_high,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (10 min), and there is no email response, indicating a lack of strong intent signals.",,20.49
B_BASE,1,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,,17.47
C_BASE,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) is large, indicating a potential for significant investment in data analytics platforms. Industry (Healthcare) and Region (Middle East) are also relevant, but the strongest signal comes from the company size and the promising email response.",,37.1
D_BASE,2,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response indicates relevance to current initiatives.,,39.93
D_website_dwell_time_high,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and demo requests (2) indicate a large organization with interest in our services, while the email response suggests a high level of relevance to their current initiatives, supporting a strong purchase intent.",,20.09
A_demo_requests_low,4,openai-gpt-oss-120b,Low Intent,demo_requests=0 and only a generic email interest indicate limited purchase intent despite moderate dwell time.,,16.44
D_email_response_non-icp,3,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite multiple demo requests.",,76.31
B_website_dwell_time_high,1,apertus-70b-instruct-2509,Low Intent,"Company size (5000) and industry (Manufacturing) suggest potential, but low engagement metrics (website dwell time 10 min, no email response) indicate limited interest.",,19.98
E_company_size_high,5,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,,37.57
D_demo_requests_high,2,apertus-70b-instruct-2509,High Intent,Company size 1200 (large enterprise) and industry Energy (high-value sector) indicate strong potential for data analytics and AI integration. Multiple demo requests and positive email response further support high intent.,,19.16
A_website_dwell_time_high,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Finance, which is a highly competitive and regulated sector. Although the website dwell time is 10 min, indicating some level of interest, the demo request is only 1, and the email response is not a clear buying signal.",,38.69
C_website_dwell_time_low,2,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (80), industry is Healthcare, and email response is very promising, indicating a strong interest in the solution.",,18.79
B_email_response_non-icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec) and there was a negative email response, indicating low purchase intent.",,38.22
A_region_non-icp,2,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response indicates openness to more information.,,39.25
B_company_size_low,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is small (10), dwell time is short (40 sec), and there was no email response, indicating limited engagement and purchase intent.",,17.77
E_website_dwell_time_low,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest potential for data analytics and AI integration. Demo request indicates active interest.,,58.11
A_company_size_high,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (10000) and industry (Finance) indicate a large organization with potential for significant investment, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement and interest in the product.",,56.12
C_company_size_low,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (10) and industry (Healthcare) indicate a medium to large organization with specific needs, while website dwell time (7 min) and demo requests (2) suggest engagement. The email response is very promising, indicating active evaluation of solutions like ours.",,100.01
E_industry_icp,3,openai-gpt-oss-120b,High Intent,"Demo_requests=1 indicates strong purchase interest, supported by website_dwell_time=1min which shows engagement.",,77.03
C_email_response_non-icp,3,openai-gpt-oss-120b,High Intent,"The presence of 2 demo_requests outweighs the negative email response, indicating strong purchase intent.",,18.78
D_demo_requests_low,5,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. The email response indicates relevance to current initiatives, further supporting high intent.",,38.16
E_website_dwell_time_low,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and website dwell time is 15 sec, indicating a lack of engagement.",,36.85
C_region_icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) and engagement metrics (7 min dwell time, 2 demo requests, very promising email response) indicate a strong interest in our solution.",,19.36
D_website_dwell_time_low,3,openai-gpt-oss-120b,High Intent,Multiple demo_requests (2) and a positive email response indicate strong purchase intent despite low website dwell time.,,19.52
B_region_icp,4,openai-gpt-oss-120b,High Intent,Demo requests=1 indicates strong purchase interest despite no email response.,,18.9
D_demo_requests_low,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size (1200) is relatively large, but no demo requests were made, and website dwell time (2.5 min) is short, and email response indicates mild interest but not strong purchase intent.",,56.41
C_email_response_non-icp,3,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite positive engagement metrics (website dwell time and demo requests).",,57.77
A_industry_non-icp,2,apertus-70b-instruct-2509,High Intent,"Company size (500) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The website dwell time (4 min) and demo request indicate active interest. The email response 'Looks interesting, could you send more info?' further supports strong intent.",,58.14
C_demo_requests_low,2,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,,55.86
A_demo_requests_high,2,openai-gpt-oss-120b,High Intent,"Multiple demo_requests (3) and a positive email_response indicate strong purchase intent, reinforced by a 4 min website dwell time.",,37.94
C_region_non-icp,5,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (80) and industry (Healthcare) suggest potential for significant impact from data analytics and AI solutions.,,20.71
E_website_dwell_time_low,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size (250) and website dwell time (15 sec) indicate limited engagement, while demo requests (1) and email response (noted) suggest some interest, but not strong enough to classify as High Intent.",,129.4
D_email_response_icp,1,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics platforms. The engagement metrics (2 demo requests and a positive email response) further indicate active interest.,,211.23
C_demo_requests_low,3,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (80), and the email response is very promising, indicating a strong interest in the solution.",,17.61
C_industry_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) is large, industry (Software / IT) is relevant, website dwell time (7 min) is high, and demo requests (2) indicate interest, with a very promising email response.",,19.08
C_company_size_high,5,apertus-70b-instruct-2509,High Intent,"Company size (10000) and industry (Healthcare) indicate a large potential for impactful implementation. Active evaluation of solutions (2 demo requests, promising email response) further supports strong purchase intent.",,20.08
D_website_dwell_time_low,3,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Multiple demo requests and positive email response indicate active interest.,,99.99
A_demo_requests_low,3,apertus-70b-instruct-2509,Low Intent,"Company size 500 and industry Finance suggest potential interest, but no demo requests and only a neutral email response indicate low purchase intent.",,75.96
A_company_size_low,2,meta-llama-3.1-8b-instruct,High Intent,"Company size is small (10), but industry (Finance) and region (Europe) are relevant, combined with a positive email response ('Looks interesting') and a demo request, indicating strong interest.",,18.15
D_company_size_low,2,openai-gpt-oss-120b,High Intent,Multiple demo_requests and a positive email response indicate strong purchase intent despite small company size.,,19.36
A_region_icp,4,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,,58.03
B_industry_non-icp,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating low engagement and purchase intent.",,207.28
A_BASE,2,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large organization, while website dwell time (4 min) and email response ('Looks interesting') suggest engagement, and demo request (1) indicates specific interest in product.",,56.94
B_website_dwell_time_high,2,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,,39.0
C_company_size_low,4,openai-gpt-oss-120b,High Intent,"Strong signals: demo_requests=2, website_dwell_time=7min, email_response='very promising' indicating active evaluation.",,18.94
B_industry_icp,1,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,,18.95
B_demo_requests_high,2,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests indicate lack of engagement.,,100.15
C_region_non-icp,1,openai-gpt-oss-120b,High Intent,"Multiple demo_requests, 7 min website_dwell_time and a very promising email response indicate strong purchase intent.",,37.87
A_company_size_high,5,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a positive email response and 4-minute dwell time indicates strong purchase interest.,,37.6
B_company_size_high,2,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,,19.46
E_industry_icp,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Software/IT) indicate a potential fit for our services. The demo request further suggests active interest.,,19.6
D_website_dwell_time_low,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Energy) suggest a large organization with specific needs, while demo requests (2) and positive email response indicate active engagement.",,17.78
D_demo_requests_low,2,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Energy) suggest significant potential for data analytics and AI integration. Email response indicates relevance to current initiatives.,,20.06
A_email_response_icp,1,apertus-70b-instruct-2509,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness to discuss further.,,19.16
D_company_size_high,3,openai-gpt-oss-120b,High Intent,Positive email response and 2 demo_requests indicate strong purchase intent despite moderate dwell time.,,17.86
A_website_dwell_time_low,5,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,,39.06
C_demo_requests_high,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) indicates a medium to large organization, and the industry (Healthcare) is a key target for our services. The region (Middle East) is also a focus area. The website dwell time (7 min) suggests engagement, and the demo requests (3) and very promising email response further indicate strong interest in our solutions.",,18.15
C_company_size_high,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (10000) and industry (Healthcare) indicate a large organization with specific needs, while website dwell time (7 min) and demo requests (2) suggest engagement. Email response ('Very promising') further indicates purchase intent.",,19.03
B_BASE,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there is no email response, indicating a lack of engagement.",,18.63
E_email_response_icp,4,apertus-70b-instruct-2509,High Intent,"High engagement metrics (1 demo request, 1 email response) and company size (250) indicate strong interest in our data analytics solutions for retail industry in South America.",,20.07
B_company_size_low,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size is small (10), dwell time is short (40 sec), and there's no email response, indicating limited engagement and purchase intent.",,17.92
E_website_dwell_time_low,4,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The single demo request further indicates active interest.,,19.88
C_industry_non-icp,4,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,,19.03
D_demo_requests_high,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and demo requests (3) indicate a large organization with interest in our services, while the email response suggests relevance to their current initiatives.",,18.17
E_demo_requests_low,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and there are no demo requests, indicating a lack of strong purchase intent.",,18.89
A_region_icp,1,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,,20.79
B_region_icp,4,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement. Company size and industry are neutral indicators.,,18.64
D_demo_requests_high,1,openai-gpt-oss-120b,High Intent,Multiple demo_requests (3) and a positive email_response indicate strong purchase intent.,,18.12
B_demo_requests_low,1,apertus-70b-instruct-2509,Low Intent,"Low engagement metrics (no demo requests, no email response) and large company size (5000) suggest a lack of immediate interest in purchasing.",,19.59
E_demo_requests_low,1,apertus-70b-instruct-2509,Low Intent,"Company size 250 (medium) and industry Retail (common) with low engagement metrics (website dwell time 1 min, no demo requests, and no email response).",,19.94
B_demo_requests_high,4,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests indicate lack of engagement.,,17.92
A_region_non-icp,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the industry is Finance, but the dwell time is 4 minutes, which is average, and the email response is positive but does not indicate strong purchase intent.",,18.53
D_website_dwell_time_low,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Energy) suggest a large organization with specific needs, while demo requests (2) and positive email response indicate active engagement.",,18.86
B_company_size_low,3,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests indicate limited engagement. Company size and industry are neutral factors.,,19.86
C_email_response_non-icp,4,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite positive engagement metrics (website dwell time and demo requests).",,18.99
E_industry_icp,1,openai-gpt-oss-120b,High Intent,"Demo_requests=1 indicates strong purchase interest, reinforced by website_dwell_time=1min.",,18.47
D_region_icp,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Energy) indicate a large organization with specific needs, while website dwell time (2.5 min) and demo requests (2) suggest engagement with relevant content, further supported by a positive email response ('This looks relevant to our current initiatives.').",,18.8
A_email_response_non-icp,2,apertus-70b-instruct-2509,Low Intent,Low engagement (1 demo request) and negative email response indicate lack of interest.,,19.29
C_BASE,2,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,,19.35
A_company_size_low,4,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a positive email response and 4‑minute dwell time indicates strong purchase interest.,,18.34
D_region_icp,4,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Energy) indicate a large organization with specific needs, while website dwell time (2.5 min) and demo requests (2) suggest engagement with relevant content, further supported by a positive email response ('This looks relevant to our current initiatives.').",,19.17
E_demo_requests_low,5,openai-gpt-oss-120b,Low Intent,"The low website_dwell_time of 1 minute and zero demo_requests indicate minimal engagement, suggesting low purchase intent.",,18.72
A_demo_requests_high,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which is a typical target for our services. The website dwell time (4 min) is above average, suggesting interest in our content. The customer has requested 3 demos, which is a strong indicator of purchase intent. The email response ('Looks interesting, could you send more info?') also suggests a high level of interest.",,20.18
B_email_response_non-icp,2,openai-gpt-oss-120b,Low Intent,"The email response 'We’re not interested' outweighs the single demo request and moderate dwell time, indicating low purchase intent.",,17.92
E_company_size_high,2,apertus-70b-instruct-2509,High Intent,Company size (10000) and industry (Retail) suggest significant potential for data analytics and AI integration. Demo request indicates active interest.,,20.06
B_email_response_icp,2,apertus-70b-instruct-2509,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response suggests readiness for next steps.,,19.05
B_BASE,5,openai-gpt-oss-120b,High Intent,"The presence of a demo request (demo_requests=1) outweighs the lack of email response, indicating strong purchase interest.",,18.21
B_demo_requests_high,3,meta-llama-3.1-8b-instruct,High Intent,"Company size is large (5000 employees), and there are multiple demo requests (3), indicating strong interest in our services.",,18.76
A_website_dwell_time_low,3,openai-gpt-oss-120b,High Intent,The presence of a demo request (demo_requests=1) combined with a positive email response indicates strong purchase interest despite low website dwell time.,,19.28
E_website_dwell_time_low,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size (250) and website dwell time (15 sec) do not indicate strong purchase intent, and only one demo request was made.",,18.81
B_demo_requests_high,1,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests indicate lack of engagement.,,19.56
C_website_dwell_time_high,1,apertus-70b-instruct-2509,High Intent,High website dwell time (10 min) and promising email response indicate strong interest. Company size (80) and industry (Healthcare) suggest potential for significant investment in analytics/AI solutions.,,19.51
B_industry_icp,2,apertus-70b-instruct-2509,Low Intent,Low engagement metrics (no email response) and large company size (5000) suggest a lower likelihood of immediate purchase.,,18.58
C_region_non-icp,4,openai-gpt-oss-120b,High Intent,"Strong signals: website_dwell_time=7min, demo_requests=2, and email_response='very promising' indicating active evaluation.",,18.7
D_region_non-icp,5,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Energy) suggest a potential for significant investment in data analytics and AI. The email response indicates relevance to current initiatives, further supporting high intent.",,20.73
E_website_dwell_time_high,1,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. The demo request further indicates active interest in our solutions.,,18.43
B_demo_requests_high,1,meta-llama-3.1-8b-instruct,Low Intent,"Company size is large (5000), but website dwell time is short (40 sec), and there are no email responses, indicating a lack of engagement.",,17.99
A_demo_requests_high,5,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a high potential for purchase. Multiple demo requests and positive email response further support this classification.,,19.86
B_demo_requests_high,5,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests indicate lack of engagement.,,18.06
B_company_size_low,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is small (10), dwell time is short (40 sec), and there's no email response, indicating limited engagement and purchase intent.",,18.63
B_email_response_icp,1,apertus-70b-instruct-2509,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response suggests readiness for next steps.,,19.67
D_industry_non-icp,4,apertus-70b-instruct-2509,High Intent,Company size (1200) and industry (Public Service) suggest a potential for large-scale implementation. Website dwell time (2.5 min) and demo requests (2) indicate active interest. Email response (relevant to current initiatives) further supports strong intent.,,20.07
A_website_dwell_time_high,2,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 500, which is relatively small, and the engagement metrics show a moderate level of interest, but not strong enough to indicate high intent.",,17.88
D_email_response_non-icp,4,meta-llama-3.1-8b-instruct,Low Intent,"Company size (1200) and industry (Energy) do not indicate high purchase intent, and email response ('We’re not interested.') explicitly states lack of interest.",,18.37
A_website_dwell_time_high,3,meta-llama-3.1-8b-instruct,High Intent,"Company size (500) and industry (Finance) indicate a medium to large enterprise, which is a typical target for our services. The website dwell time (10 min) suggests engagement, and the demo request (1) shows interest. The email response ('Looks interesting, could you send more info?') further indicates a strong intent to learn more.",,19.46
C_website_dwell_time_low,1,openai-gpt-oss-120b,High Intent,"email_response indicates active evaluation, outweighing low website dwell time",,19.36
C_industry_non-icp,2,apertus-70b-instruct-2509,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,,19.46
D_industry_icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Software / IT) indicate a large organization with potential for AI integration, while website dwell time (2.5 min) and demo requests (2) suggest engagement, and email response ('This looks relevant...') indicates strong interest.",,18.12
D_industry_icp,1,apertus-70b-instruct-2509,High Intent,"Company size (1200) and industry (Software/IT) suggest a potential fit for our data analytics platforms. The email response indicates relevance to current initiatives, further supporting high intent.",,20.47
D_region_non-icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Energy) indicate a large organization with specific needs, while the email response ('This looks relevant to our current initiatives.') suggests a strong interest in the solution.",,17.0
E_demo_requests_high,5,apertus-70b-instruct-2509,High Intent,Company size (250) and industry (Retail) suggest a potential for significant data analytics needs. Multiple demo requests (3) indicate active interest in our solutions.,,20.49
B_website_dwell_time_low,4,apertus-70b-instruct-2509,Low Intent,"Low engagement metrics (website dwell time 15 sec, no email response) and large company size (5000) suggest a lack of immediate interest.",,18.96
D_email_response_icp,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (1200) and industry (Energy) suggest a large organization with potential for AI integration, while demo requests (2) and email response ('Could we schedule a meeting next week?') indicate strong interest in our services.",,17.61
D_email_response_non-icp,5,meta-llama-3.1-8b-instruct,Low Intent,"Company size (1200) and industry (Energy) do not indicate a strong match for our services, and the firm's response to our email was explicitly negative.",,19.25
B_industry_non-icp,5,apertus-70b-instruct-2509,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,,19.58
B_email_response_icp,5,openai-gpt-oss-120b,High Intent,"Positive demo_requests and email response indicating meeting request, combined with decent website_dwell_time, signal strong purchase intent.",,18.4
E_website_dwell_time_low,3,openai-gpt-oss-120b,Low Intent,"Despite 1 demo_requests, the very short website dwell time (15 sec) suggests limited engagement.",,19.05
B_website_dwell_time_high,4,apertus-70b-instruct-2509,Low Intent,"Company size (5000) and industry (Manufacturing) suggest potential, but low engagement metrics (website dwell time 10 min, no email response) indicate limited interest.",,181.39
A_BASE,5,openai-gpt-oss-120b,High Intent,"Demo_requests=1 and email_response shows interest, combined with 4 min website_dwell_time indicates strong purchase intent.",,17.7
B_website_dwell_time_low,3,openai-gpt-oss-120b,Low Intent,"Low dwell time (15 sec) and no email response outweigh the single demo_requests, indicating low purchase intent.",,19.12
C_industry_icp,5,meta-llama-3.1-8b-instruct,High Intent,"Company size (80) is large, industry (Software / IT) is relevant, region (Middle East) is targeted, website dwell time (7 min) is high, demo requests (2) are numerous, and email response is very promising.",,19.56
C_email_response_non-icp,1,apertus-70b-instruct-2509,Low Intent,"Email response indicates lack of interest, despite positive engagement metrics (website dwell time and demo requests).",,18.84
E_demo_requests_high,5,openai-gpt-oss-120b,High Intent,Strong signal from demo_requests=3 outweighs moderate website dwell time.,,18.82
E_demo_requests_high,2,openai-gpt-oss-120b,High Intent,Three demo requests indicate strong purchase interest despite modest website dwell time.,,18.97
E_industry_icp,3,meta-llama-3.1-8b-instruct,Low Intent,"Company size is 250, which is relatively small, and website dwell time is only 1 min, indicating limited interest in our services.",,18.64
A_email_response_non-icp,2,openai-gpt-oss-120b,Low Intent,The explicit email_response of 'We’re not interested' overrides the moderate website_dwell_time and single demo request.,,19.66
D_company_size_low,1,meta-llama-3.1-8b-instruct,High Intent,"Company size (10) and demo requests (2) indicate a medium to large organization with interest in our services, while the industry (Energy) and region (Asia) are relevant to our expertise. The email response also shows engagement with our content.",,18.6
A_demo_requests_high,1,apertus-70b-instruct-2509,High Intent,Company size (500) and industry (Finance) indicate a potential fit for our data analytics and AI solutions. Multiple demo requests and a positive email response further suggest strong interest.,,19.59
A_company_size_high,3,apertus-70b-instruct-2509,High Intent,"Company size (10000) and industry (Finance) indicate a large potential customer with a high need for data analytics and AI integration. Website dwell time (4 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",,19.77
C_region_non-icp,5,openai-gpt-oss-120b,High Intent,"Strong signals: website_dwell_time=7min, demo_requests=2, and email response indicates active evaluation.",,17.82
